task_id,type,example_id,arxiv_id,kind,categories,prompt,answer
2210.12289#19:paper-subarea:3,paper-subarea,2210.12289#19,2210.12289,theorem,descriptive-logic; quantum-complexity; structural,"The set bm O' is Ramsey positive. That is, there exists a homogeneous H ⊆ ω such that for all infinite oracles K consisting of strings from H , bm NP ^K ≠ bm co - bm NP ^K .

[MASK]",descriptive-logic; quantum-complexity; structural
2210.12289#21:relation-cloze:1,relation-cloze,2210.12289#21,2210.12289,theorem,descriptive-logic; quantum-complexity; structural,"The set bm Q is Ramsey positive. That is, there exists a homogeneous set H ∈ [ω]^ω such that for any C ∈ [H]^ω we have bm NP ^C [MASK] bm BQP ^C .",⊄
2210.12289#21:paper-subarea:4,paper-subarea,2210.12289#21,2210.12289,theorem,descriptive-logic; quantum-complexity; structural,"The set bm Q is Ramsey positive. That is, there exists a homogeneous set H ∈ [ω]^ω such that for any C ∈ [H]^ω we have bm NP ^C ⊄ bm BQP ^C .

[MASK]",descriptive-logic; quantum-complexity; structural
2211.01062#65:bound-cloze:1,bound-cloze,2211.01062#65,2211.01062,proposition,algebraic-complexity; circuit-complexity; derandomization,"Let \(k+1,m,t ∈ N \) with t ≥ k+1 , ν ∈ Λ ^ t ( U ) , and N ⊆ [n] with |N|=k+m+1 . Let L_ N,j for j ∈ N denote the Lagrange interpolants for the subset of abscissas {a_i}_ i ∈ N , i. e., L_ N,j denotes the unique univariate polynomial of degree at most |N|-1 satisfying L_ N,j (a_i)=1 for i=j and L_ N,j (a_i) = 0 for i ∈ N \ {j} . For all weight functions w_1, ... , w_ k+1 of degree at most k+m , mathop span _ substack M ⊆ N |M|=m partial _ μ_M(α)α^kraisebox -0.1pt hskip 1pt tiny wedge hskip 1pt raisebox -1pt ... raisebox -0.1pt hskip 1pt tiny wedge hskip 1pt μ_M(α)α^0 (ν) = mathop span _ substack w_1, ... , w_ k+1 ∈ @ifstar F [α] deg (w_1), ... deg (w_ k+1 ) ≤ k+m partial _ w^ [k+1] (ν) = mathop span _ substack B ⊆ N |B|=k+1 partial _ L_[MASK] (ν).",N^B
2211.12441#5:paper-subarea:1,paper-subarea,2211.12441#5,2211.12441,theorem,query-complexity,"Let T be a tree with n leaves, and v a node with lvert L (T_v)rvert = ell . The query complexity of inversion minimization on T is at least log _2(Γ( frac ell (n-ell ) n +1 )) . In particular, the complexity is at least log _2(Γ(frac k (k+1)^2 · n+1)) where k denotes the degree of T .

[MASK]",query-complexity
2211.12441#6:bound-cloze:1,bound-cloze,2211.12441#6,2211.12441,theorem,query-complexity,"For binary trees T with n leaves, the query complexity of inversion minimization on T is at least log _2(n!) - [MASK] .",O( log n)
2211.12441#6:paper-subarea:2,paper-subarea,2211.12441#6,2211.12441,theorem,query-complexity,"For binary trees T with n leaves, the query complexity of inversion minimization on T is at least log _2(n!) - O( log n) .

[MASK]",query-complexity
2211.12441#8:bound-cloze:2,bound-cloze,2211.12441#8,2211.12441,theorem,query-complexity,"Let T be a tree without nodes of degree 1 such that the leaf child sets have size at most k , at most one of them is odd, and if there exists an odd one, say LC (v^*) , then all ancestors of v^* have empty leaf child sets. The query complexity of inversion minimization on T is at least log _2(n!) - [MASK] . In particular, the lower bound applies to: perfect trees of even degree k , and full binary ( k=2 ) trees with at most one leaf without a sibling leaf.",O(k log k)
2211.12441#8:paper-subarea:3,paper-subarea,2211.12441#8,2211.12441,theorem,query-complexity,"Let T be a tree without nodes of degree 1 such that the leaf child sets have size at most k , at most one of them is odd, and if there exists an odd one, say LC (v^*) , then all ancestors of v^* have empty leaf child sets. The query complexity of inversion minimization on T is at least log _2(n!) - O(k log k) . In particular, the lower bound applies to: perfect trees of even degree k , and full binary ( k=2 ) trees with at most one leaf without a sibling leaf.

[MASK]",query-complexity
2211.12441#9:bound-cloze:3,bound-cloze,2211.12441#9,2211.12441,theorem,query-complexity,"Counting cross inversions from a set A of size a to a set B of size b ≥ a with respect to a ranking ρ of X doteq A sqcup B requires [MASK] queries in the comparison-query model, as does inversion minimization on the tree of Figure .",Ω((a+b) log (a))
2211.12441#9:paper-subarea:4,paper-subarea,2211.12441#9,2211.12441,theorem,query-complexity,"Counting cross inversions from a set A of size a to a set B of size b ≥ a with respect to a ranking ρ of X doteq A sqcup B requires Ω((a+b) log (a)) queries in the comparison-query model, as does inversion minimization on the tree of Figure .

[MASK]",query-complexity
2212.09285#1:bound-cloze:1,bound-cloze,2212.09285#1,2212.09285,theorem,circuit-complexity; meta-complexity,"Let cal M be any legitimate model of constant-depth circuits and f any Boolean function with n inputs. Suppose that ρ_ [MASK] (f, cal M ) ≥ s . Then f is not computable by depth d circuits of size s-poly(kdn(2^ m/d +1)) using k arbitrarily powerful oracles of arity m . The constants in the poly( · ) -notation are absolute. We work with a `symmetric' definition of ρ_d , cf. Definitions and , but Theorem holds for `asymmetric' ρ_d as well, if we adjust the parameters appropriately.",O(d^2)
2212.09285#1:paper-subarea:1,paper-subarea,2212.09285#1,2212.09285,theorem,circuit-complexity; meta-complexity,"Let cal M be any legitimate model of constant-depth circuits and f any Boolean function with n inputs. Suppose that ρ_ O(d^2) (f, cal M ) ≥ s . Then f is not computable by depth d circuits of size s-poly(kdn(2^ m/d +1)) using k arbitrarily powerful oracles of arity m . The constants in the poly( · ) -notation are absolute. We work with a `symmetric' definition of ρ_d , cf. Definitions and , but Theorem holds for `asymmetric' ρ_d as well, if we adjust the parameters appropriately.

[MASK]",circuit-complexity; meta-complexity
2212.09285#7:bound-cloze:2,bound-cloze,2212.09285#7,2212.09285,theorem,circuit-complexity; meta-complexity,"For each legitimate model cal M of Boolean circuits over { ¬ ,vee _2,wedge _2} such that overline ¬ := ¬ , and for each f ∈ cal F _n , ρ(f, cal M ) ≤ [MASK], where n_0 is the number of essential inputs of f , i.e. inputs of f such that switching the value of the input affects the output of f on some assignment of the remaining inputs. Moreover, for every random variable bm x on {0,1}^n , ρ(f, cal M , bm x ) ≤ 12(n_0+1).",O(n_0n)
2212.09285#7:paper-subarea:2,paper-subarea,2212.09285#7,2212.09285,theorem,circuit-complexity; meta-complexity,"For each legitimate model cal M of Boolean circuits over { ¬ ,vee _2,wedge _2} such that overline ¬ := ¬ , and for each f ∈ cal F _n , ρ(f, cal M ) ≤ O(n_0n), where n_0 is the number of essential inputs of f , i.e. inputs of f such that switching the value of the input affects the output of f on some assignment of the remaining inputs. Moreover, for every random variable bm x on {0,1}^n , ρ(f, cal M , bm x ) ≤ 12(n_0+1).

[MASK]",circuit-complexity; meta-complexity
2212.09285#11:bound-cloze:3,bound-cloze,2212.09285#11,2212.09285,corollary,circuit-complexity; meta-complexity,"Let cal M be any 0-projective legitimate model of Boolean circuits over { ¬ , wedge _2,vee _2} such that overline ¬ := ¬ . Then, for each f ∈ cal F _n with n_0 essential variables, ρ(f, cal M ) ≤ [MASK].",O(n_0^2)
2212.09285#11:paper-subarea:3,paper-subarea,2212.09285#11,2212.09285,corollary,circuit-complexity; meta-complexity,"Let cal M be any 0-projective legitimate model of Boolean circuits over { ¬ , wedge _2,vee _2} such that overline ¬ := ¬ . Then, for each f ∈ cal F _n with n_0 essential variables, ρ(f, cal M ) ≤ O(n_0^2).

[MASK]",circuit-complexity; meta-complexity
2212.09285#12:bound-cloze:4,bound-cloze,2212.09285#12,2212.09285,theorem,circuit-complexity; meta-complexity,"Let cal M be any legitimate model cal M of Boolean circuits over { ¬ , wedge _2,vee _2} such that overline ¬ := ¬ , and f ∈ cal F _n . em [Localizability with few oracles] Suppose that ρ(f, cal M ) ≥ s . Then, f is not computable by circuits of size s-O(knm) using connectives ¬ ,wedge _2,vee _2 and k arbitrarily powerful, possibly different and noncommutative , oracles of arity m . It is possible to prove Item 1 with Razborov's asymmetric definition of ρ(f, cal M ) , if we adjust the resulting lower bound for the oracle circuits to s-[MASK] and conclude that it holds only for circuits with monotone oracles and negations at the bottom. The term max{m, log n} comes from not using DNFs in the proof, which is done in order to keep negations at the bottom. Further, it is possible to avoid the requirement on the monotonicity of oracles and negations at the bottom by using slice functions (and adjusting the parameters appropriately). em [Localizability of 0-projective models] Suppose that ρ(f, cal M ) ≥ s and that cal M is 0-projective. Then, f is not computable by circuits of size s-O(km^2) using connectives ¬ ,wedge _2,vee _2 and k arbitrarily powerful, possibly different and noncommutative, oracles of arity m whose inputs are among {x_1, ¬ x_1, ... , x_n, ¬ x_n} . em [Localizability of projective models] Suppose that ρ(f, cal M ) ≥ s and that cal M is projective. Here, cal M is projective if for each Boolean circuit C over { ¬ ,wedge _2,vee _2} with m inputs x_1, ... ,x_m , for all f_1, ... ,f_m ∈ cal M and each z,y ∈ {0,1}^n , wedge_ i=1, ... ,m f_i(z)=f_i(y)quad ⇒ quad overline C (f_1(z), ... ,f_m(z))=overline C (f_1(y), ... ,f_m(y)). Then, f is not computable by circuits of size s-O(km^2) using connectives ¬ ,wedge _2,vee _2 and k arbitrarily powerful, possibly different and noncommutative, oracles of arity m .","O(kn · max{m, log n})"
2212.09285#12:paper-subarea:4,paper-subarea,2212.09285#12,2212.09285,theorem,circuit-complexity; meta-complexity,"Let cal M be any legitimate model cal M of Boolean circuits over { ¬ , wedge _2,vee _2} such that overline ¬ := ¬ , and f ∈ cal F _n . em [Localizability with few oracles] Suppose that ρ(f, cal M ) ≥ s . Then, f is not computable by circuits of size s-O(knm) using connectives ¬ ,wedge _2,vee _2 and k arbitrarily powerful, possibly different and noncommutative , oracles of arity m . It is possible to prove Item 1 with Razborov's asymmetric definition of ρ(f, cal M ) , if we adjust the resulting lower bound for the oracle circuits to s-O(kn · max{m, log n}) and conclude that it holds only for circuits with monotone oracles and negations at the bottom. The term max{m, log n} comes from not using DNFs in the proof, which is done in order to keep negations at the bottom. Further, it is possible to avoid the requirement on the monotonicity of oracles and negations at the bottom by using slice functions (and adjusting the parameters appropriately). em [Localizability of 0-projective models] Suppose that ρ(f, cal M ) ≥ s and that cal M is 0-projective. Then, f is not computable by circuits of size s-O(km^2) using connectives ¬ ,wedge _2,vee _2 and k arbitrarily powerful, possibly different and noncommutative, oracles of arity m whose inputs are among {x_1, ¬ x_1, ... , x_n, ¬ x_n} . em [Localizability of projective models] Suppose that ρ(f, cal M ) ≥ s and that cal M is projective. Here, cal M is projective if for each Boolean circuit C over { ¬ ,wedge _2,vee _2} with m inputs x_1, ... ,x_m , for all f_1, ... ,f_m ∈ cal M and each z,y ∈ {0,1}^n , wedge_ i=1, ... ,m f_i(z)=f_i(y)quad ⇒ quad overline C (f_1(z), ... ,f_m(z))=overline C (f_1(y), ... ,f_m(y)). Then, f is not computable by circuits of size s-O(km^2) using connectives ¬ ,wedge _2,vee _2 and k arbitrarily powerful, possibly different and noncommutative, oracles of arity m .

[MASK]",circuit-complexity; meta-complexity
2302.00541#9:paper-subarea:1,paper-subarea,2302.00541#9,2302.00541,theorem,descriptive-logic; parameterized,"For any protect FO xspace -formula φ the problem WT _φ is in DLOGTIME-uniform TC ^0 .

[MASK]",descriptive-logic; parameterized
2302.00541#10:paper-subarea:2,paper-subarea,2302.00541#10,2302.00541,theorem,descriptive-logic; parameterized,"Let φ be an protect FO ( ⊆ ) xspace -sentence, then p- WT _ φ is in protect normalfontbf FPT .

[MASK]",descriptive-logic; parameterized
2302.00541#11:paper-subarea:3,paper-subarea,2302.00541#11,2302.00541,theorem,descriptive-logic; parameterized,"There is a quantifier-free protect FO xspace ( ⊆ ) -formula φ such that the problem p- WT _φ is protect normalfontbf W ifx 1empty else [1]fi -hard and in protect normalfontbf W ifx 2empty else [2]fi .

[MASK]",descriptive-logic; parameterized
2302.00541#12:paper-subarea:4,paper-subarea,2302.00541#12,2302.00541,corollary,descriptive-logic; parameterized,"For any quantifier-free protect FO xspace ( ⊆ ) -formula φ without ∨ , the problem p- WT _φ is protect normalfontbf W ifx 1empty else [1]fi -hard and in protect normalfontbf W ifx 2empty else [2]fi .

[MASK]",descriptive-logic; parameterized
2302.10332#6:paper-subarea:1,paper-subarea,2302.10332#6,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"theorem fppolythmrestate If FBPP ⊂ FP/poly , then PSPACE ⊂ NP/poly (and hence PH collapses).

[MASK]",circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity
2302.10332#7:relation-cloze:1,relation-cloze,2302.10332#7,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"theorem fbppupperboundrestate FBPP [MASK] FP^ PromiseBPEXP . Hence, if PromiseBPEXP ⊂ PromiseP/poly , then FBPP ⊂ FP/poly .",⊆
2302.10332#7:paper-subarea:2,paper-subarea,2302.10332#7,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"theorem fbppupperboundrestate FBPP ⊆ FP^ PromiseBPEXP . Hence, if PromiseBPEXP ⊂ PromiseP/poly , then FBPP ⊂ FP/poly .

[MASK]",circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity
2302.10332#10:paper-subarea:3,paper-subarea,2302.10332#10,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"theorem rpolypolyequalrestate FBPP/rpoly = FBPP/poly = FP/rpoly and FBQP/rpoly = FBQP/poly .

[MASK]",circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity
2302.10332#11:paper-subarea:4,paper-subarea,2302.10332#11,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"Q^1( HM )=O( log N) , whereas R^1( HM )=Ω( sqrt N) .

[MASK]",circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity
2302.10332#12:bound-cloze:1,bound-cloze,2302.10332#12,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"Let M be any set of perfect matchings on [N] that is pairwise edge-disjoint and satisfies | M | = [MASK] . \ Let μ be the distribution over inputs to HM in which Alice's input is uniform in {0,1}^N and Bob's input is uniform in M . \ Then, any deterministic one-way protocol for HM that errs with probability at most 1/8 with respect to μ requires Ω( sqrt N ) bits of communication.",Ω(N)
2302.10332#13:bound-cloze:2,bound-cloze,2302.10332#13,2302.10332,theorem,circuit-complexity; interactive-proofs; meta-complexity; quantum-complexity,"For all Boolean functions f:{0,1}^n × {0,1}^m → {0,1} (partial or total), D^1(f) = [MASK].",O(m Q^1(f) log Q^1(f))
2302.14066#1:bound-cloze:1,bound-cloze,2302.14066#1,2302.14066,theorem,query-complexity; space-complexity,"theorem upperbound There is a quantum algorithm A that, given black-box access to an unknown d -dimensional unitary channel Z ∈ U ( d ) and any ε > 0 , outputs a classical description of a unitary. This output is probabilistic and can be viewed as a U ( d ) -valued random variable widehat Z . The algorithm satisfies the following properties: up (Query complexity) A queries the black box [MASK] times. up (Space complexity) A only uses one qudit of dimension d . Specifically, it only prepares states of the form V_2 (Z V_1)^p V_0 ket 0 , where the positive integer p and unitaries V_0, V_1, V_2 ∈ U ( d ) are adaptively chosen, and measures them in the computational basis. up (Gate complexity) If the d -dimensional qudit is embedded in n = lceil log _2 d rceil qubits, then A uses poly ( d ,1/ε) one- and two-qubit quantum gates in total beyond the queries to the black box, and the classical time complexity is poly ( d ,1/ε) . up (Closeness of output unitary) The unitary output by A is ε -close to the unknown Z in diamond norm with high probability. Specifically, E [ diamnorm U (widehat Z )- U (Z) ^2 ] ≤ ε^2 , which implies Pr [ diamnorm U (widehat Z ) - U (Z) ≤ 3ε ] ≥ tfrac 2 3 . up (Closeness of output channel) We can also view the output of A as a channel. Let M denote the mixed unitary channel induced by running A on Z and then applying its output widehat Z . Then diamnorm * M - U (Z) ≤ ε^2 .",O( d ^2/ε)
